height,block time,block size,last commit round
139,1723208780096127970,213954,0
140,1723208781691138464,60346,0
141,1723208783191053118,386532,0
142,1723208784861907003,90668,0
143,1723208786248827887,446160,0
144,1723208787912088366,111540,0
145,1723208789380205064,129276,0
146,1723208791007469425,24624,0
147,1723208792414636974,386148,0
148,1723208794019922656,73552,0
149,1723208795421504006,683256,0
150,1723208797093036417,142484,0
151,1723208798641536708,296160,0
152,1723208800315134298,181930,0
153,1723208801755029898,609070,0
154,1723208803420586816,126310,0
155,1723208804888017455,245190,0
156,1723208806450720337,142450,0
157,1723208807942430793,264550,0
158,1723208809494490842,138686,0
159,1723208810996441752,269214,0
160,1723208812555442035,83620,0
161,1723208814062343929,142380,0
162,1723208815647070515,180668,0
163,1723208817209295999,203732,0
164,1723208818738272821,125965,0
165,1723208820375757820,87535,0
166,1723208821813619385,259036,0
167,1723208823369654197,158764,0
168,1723208824892898600,225240,0
169,1723208826453090926,150160,0
170,1723208827938216882,86700,0
171,1723208829415266352,57800,0
172,1723208831021861573,485415,0
173,1723208832781627717,239085,0
174,1723208834347773966,372704,0
175,1723208835965839515,117696,0
176,1723208837419135598,383840,0
177,1723208838976784659,95960,0
178,1723208840437062869,341280,0
179,1723208842095190610,85320,0
180,1723208843552399242,278000,0
181,1723208845195129255,69500,0
182,1723208846606983572,513378,0
183,1723208848302752697,120422,0
184,1723208849737703648,442384,0
185,1723208851276913395,72016,0
186,1723208852617612716,220418,0
187,1723208854233362417,35882,0
188,1723208855659337739,532160,0
189,1723208857308249119,133040,0
190,1723208858729984253,193070,0
191,1723208860291788739,34505,0
192,1723208861741595595,261375,0
193,1723208863375355474,43050,0
194,1723208864859554121,0,0
195,1723208866279400661,0,0
196,1723208867699181552,0,0
197,1723208869041397757,15403,0
198,1723208870418600613,0,0
199,1723208871738709433,250294,0
200,1723208873290559567,153406,0
201,1723208874842228596,205276,0
202,1723208876402396551,75924,0
203,1723208877763863639,290160,0
204,1723208879285916404,177840,0
205,1723208880752618095,139490,0
206,1723208882327390835,101010,0
207,1723208883847288482,279908,0
208,1723208885531597024,88392,0
209,1723208886931453403,297132,0
210,1723208888460398408,153068,0
211,1723208890026981384,625708,0
212,1723208891678114901,197592,0
